Wall time,Step,Value
1647100790.6246638,8192,-1.222000002861023
1647100864.3077042,16384,0.7350000143051147
1647100945.5761106,24576,2.742000102996826
1647101019.4663756,32768,5.122000217437744
1647101075.021977,40960,9.756999969482422
1647101117.0680697,49152,15.87399959564209
1647101158.462528,57344,29.56999969482422
1647101194.3176143,65536,44.349998474121094
1647101225.3049726,73728,83.15599822998047
1647101255.7145452,81920,101.26200103759766
1647101287.0411987,90112,132.20599365234375
1647101308.4704854,98304,149.70599365234375
1647101341.964893,106496,169.8939971923828
1647101387.0835547,114688,190.468994140625
1647101429.8439908,122880,201.8679962158203
1647101471.6931524,131072,211.88099670410156
1647101503.223069,139264,216.79400634765625
1647101544.1777968,147456,216.28799438476562
1647101585.5780437,155648,217.3719940185547
1647101625.2158854,163840,221.9290008544922
1647101662.7917545,172032,225.6320037841797
1647101701.9604383,180224,226.85699462890625
1647101730.8633194,188416,227.53399658203125
1647101774.5235224,196608,226.54600524902344
1647101814.8079033,204800,224.7010040283203
1647101856.9329782,212992,225.25
1647101903.6080382,221184,228.33799743652344
1647101935.1985903,229376,230.8000030517578
1647101977.2991185,237568,230.6219940185547
1647102018.0861456,245760,227.97900390625
1647102059.7620213,253952,228.6540069580078
1647102099.6730251,262144,231.13699340820312
1647102143.0170996,270336,231.56300354003906
1647102173.8053536,278528,231.5590057373047
1647102216.3901794,286720,229.89199829101562
1647102259.9244108,294912,229.32400512695312
1647102305.409795,303104,231.427001953125
1647102347.500404,311296,233.0070037841797
1647102381.0393248,319488,232.6439971923828
1647102426.2006714,327680,231.79800415039062
1647102467.6833916,335872,230.63099670410156
1647102513.839883,344064,230.875
1647102556.0108526,352256,232.65499877929688
1647102595.5949864,360448,232.76300048828125
1647102625.7586863,368640,232.6219940185547
1647102669.1899462,376832,232.98399353027344
1647102713.7407808,385024,233.406005859375
1647102755.6095247,393216,231.4340057373047
1647102797.0170605,401408,230.59100341796875
1647102825.9454734,409600,232.3040008544922
1647102868.3412836,417792,232.82000732421875
1647102914.3278208,425984,233.3730010986328
1647102957.0260606,434176,233.53900146484375
1647103003.2148025,442368,233.2469940185547
1647103051.1852052,450560,233.33399963378906
1647103080.836242,458752,233.218994140625
1647103118.0756931,466944,232.47999572753906
1647103148.1946073,475136,232.57400512695312
1647103178.3346772,483328,232.91200256347656
1647103214.9336212,491520,232.70399475097656
1647103246.5129216,499712,233.15699768066406
1647103286.8842854,507904,232.9149932861328
1647103328.2604914,516096,232.197998046875
1647103359.5259912,524288,232.1179962158203
1647103390.4274592,532480,232.18299865722656
1647103432.5143583,540672,232.1529998779297
1647103461.7673736,548864,231.5970001220703
1647103502.8653142,557056,232.52000427246094
1647103547.973114,565248,232.96400451660156
1647103588.9371681,573440,232.69000244140625
1647103629.858064,581632,233.41299438476562
1647103659.5945227,589824,233.6510009765625
1647103699.1100314,598016,233.30499267578125
1647103739.5254085,606208,233.08099365234375
1647103783.5758314,614400,233.20899963378906
1647103828.1289928,622592,233.5260009765625
1647103872.0576916,630784,233.16600036621094
1647103901.0933647,638976,232.08599853515625
1647103943.5818858,647168,232.36000061035156
1647103983.496763,655360,233.08299255371094
1647104026.843882,663552,232.88900756835938
1647104069.3452551,671744,232.6300048828125
1647104101.2180912,679936,233.2779998779297
1647104143.775737,688128,233.677001953125
1647104185.719965,696320,233.0030059814453
1647104226.0219216,704512,233.0850067138672
1647104262.0035942,712704,233.7689971923828
