Wall time,Step,Value
1648393895.6322494,19,0.2208835333585739
1648394649.9940538,20,0.2359437793493271
1648395363.4345477,21,0.2329317331314087
1648396064.4205763,22,0.2098393589258194
1648396797.116004,23,0.23092369735240936
1648397508.245183,24,0.22590361535549164
1648398210.7713706,25,0.21385541558265686
1648398908.0514247,26,0.2158634513616562
1648399618.9078145,27,0.22489960491657257
1648400334.202277,28,0.23393574357032776
1648401057.6389625,29,0.21887549757957458
1648401781.8022718,30,0.23995983600616455
1648402489.7144742,31,0.22891566157341003
1648403205.5979872,32,0.2469879537820816
1648403922.1242058,33,0.2238955795764923
1648404604.472529,34,0.24899598956108093
1648405344.7572107,35,0.2158634513616562
1648406099.8386576,36,0.22791165113449097
1648406831.7104027,37,0.2128514051437378
1648407539.710001,38,0.19779115915298462
1648408260.60816,39,0.2158634513616562
1648408947.6801279,40,0.21887549757957458
1648409682.500167,41,0.22188754379749298
1648410408.387228,42,0.22791165113449097
1648411120.6154497,43,0.2098393589258194
1648411879.936082,44,0.23895582556724548
1648412610.3168402,45,0.22489960491657257
1648413342.8121488,46,0.24297188222408295
1648414072.5457351,47,0.21787148714065552
1648414798.5938473,48,0.2269076257944107
1648415568.2146928,49,0.2299196720123291
1648416327.825637,50,0.2610441744327545
1648417029.068924,51,0.19979919493198395
1648417787.2502296,52,0.2359437793493271
1648418522.083968,53,0.22289156913757324
1648419243.1744757,54,0.2098393589258194
1648419962.8111193,55,0.2329317331314087
1648420702.0751657,56,0.2128514051437378
1648421434.8575397,57,0.2038152664899826
1648422170.224415,58,0.20582328736782074
1648422900.3318567,59,0.21184739470481873
1648423619.5588903,60,0.23393574357032776
1648424350.120744,61,0.2329317331314087
1648425083.323136,62,0.2269076257944107
1648425802.1165173,63,0.206827312707901
1648426530.3745186,64,0.19176706671714783
1648427245.4019485,65,0.21887549757957458
1648427984.952935,66,0.20883534848690033
1648428720.0329795,67,0.21686747670173645
1648429502.6295803,68,0.22791165113449097
1648430216.5517147,69,0.24497991800308228
1648430986.3142915,70,0.22891566157341003
1648431741.508095,71,0.206827312707901
1648432504.6888154,72,0.21385541558265686
1648433266.3917704,73,0.2590361535549164
1648434020.1912982,74,0.2238955795764923
1648434807.1872804,75,0.2128514051437378
1648435547.284037,76,0.2329317331314087
1648436300.321555,77,0.22791165113449097
1648437066.04689,78,0.23092369735240936
1648437837.0612144,79,0.22489960491657257
1648438610.8547394,80,0.23192770779132843
1648439426.2838588,81,0.23493975400924683
1648440226.1106238,82,0.22289156913757324
1648441008.6500614,83,0.23393574357032776
1648441769.92707,84,0.22188754379749298
1648442526.630688,85,0.22590361535549164
1648443318.2054539,86,0.24497991800308228
1648444082.6539938,87,0.2128514051437378
1648444849.62968,88,0.22289156913757324
1648445600.5285134,89,0.22188754379749298
1648446404.1715608,90,0.19477911293506622
1648447183.4372687,91,0.22489960491657257
1648447937.3657289,92,0.25
1648448735.4794803,93,0.2359437793493271
1648449556.1548116,94,0.20582328736782074
1648450345.0843496,95,0.23092369735240936
1648451102.1803555,96,0.22188754379749298
1648451843.4131625,97,0.22289156913757324
1648452611.486551,98,0.22891566157341003
