Wall time,Step,Value
1647038080.500664,8192,12.229999542236328
1647038664.1955116,16384,11.970000267028809
1647039326.9054585,24576,11.369999885559082
1647039911.0991218,32768,13.039999961853027
1647040511.8986704,40960,16.780000686645508
1647041074.1838923,49152,27.459999084472656
1647041655.5076468,57344,37.95000076293945
1647042286.5777812,65536,52.65999984741211
1647042799.422995,73728,82.48999786376953
1647043327.2633138,81920,101.56999969482422
1647043837.1202204,90112,110.04000091552734
1647044202.1243682,98304,126.62999725341797
1647044677.1873505,106496,138.57000732421875
1647045169.4123776,114688,151.6199951171875
1647045747.811952,122880,150.02000427246094
1647046228.2643895,131072,154.3800048828125
1647046537.1815028,139264,164.44000244140625
1647046998.6149943,147456,160.7899932861328
1647047414.8506567,155648,156.89999389648438
1647047873.4861102,163840,159.5800018310547
1647048319.9189072,172032,156.22000122070312
1647048848.370336,180224,154.41000366210938
1647049165.2399392,188416,157.9199981689453
1647049625.6112819,196608,154.8000030517578
1647050106.2095523,204800,154.8800048828125
1647050557.7757144,212992,153.30999755859375
1647051000.519105,221184,155.75999450683594
1647051313.3165267,229376,155.2100067138672
1647051764.1692832,237568,154.8300018310547
1647052218.9271646,245760,159.08999633789062
1647052668.331406,253952,161.47999572753906
1647053205.3146214,262144,161.82000732421875
1647053660.90523,270336,157.91000366210938
1647053988.7411494,278528,148.41000366210938
1647054464.1327538,286720,147.2899932861328
1647054928.687029,294912,146.6699981689453
1647055415.2860055,303104,143.27999877929688
1647055946.027379,311296,148.91000366210938
1647056251.51746,319488,148.55999755859375
1647056661.9997325,327680,144.86000061035156
1647057082.5135558,335872,147.24000549316406
1647057499.294026,344064,146.2100067138672
1647057925.0013196,352256,146.05999755859375
1647058341.879782,360448,146.05999755859375
1647058635.460923,368640,147.1999969482422
1647059055.0584762,376832,151.72000122070312
1647059464.3790412,385024,156.11000061035156
1647059865.9434345,393216,157.25
1647060284.2271109,401408,152.16000366210938
1647060579.8709414,409600,149.66000366210938
1647061002.0066187,417792,149.0500030517578
1647061436.643466,425984,142.88999938964844
1647061850.4402614,434176,144.0399932861328
1647062264.277678,442368,146.5800018310547
1647062686.2167192,450560,153.19000244140625
1647062989.2719355,458752,150.25
1647063398.790938,466944,143.7100067138672
1647063811.8728423,475136,144.80999755859375
1647064226.694339,483328,146.6699981689453
1647064650.2591817,491520,145.97000122070312
1647064950.396814,499712,147.52999877929688
1647065360.0657573,507904,149.30999755859375
1647065783.9000435,516096,147.38999938964844
1647066203.203948,524288,146.02000427246094
1647066647.147714,532480,148.8300018310547
1647067071.7527082,540672,143.2100067138672
1647067360.415534,548864,147.91000366210938
1647067789.199522,557056,148.74000549316406
1647068190.8579612,565248,146.3300018310547
1647068598.4647288,573440,147.5399932861328
1647069022.1462004,581632,148.57000732421875
1647069318.9323523,589824,149.8000030517578
1647069732.0390184,598016,149.58999633789062
1647070121.4228325,606208,153.7899932861328
1647070524.9290042,614400,160.69000244140625
1647070966.6226947,622592,149.7899932861328
